SINGIREDDY NIRANJAN REDDY,Telangana Rashtra Samithi,111956
CHINNA REDDY GILLELA,Indian National Congress,60271
KOTHA AMARENDAR REDDY,Bharatiya Janata Party,3168
BUJALA VENKATESHWAR REDDY,Independent,2266
AAVULA BAHUJANA SATYAM SAGARUDU,Bahujan Samaj Party,2203
G. KRISHNAIAH,Bahujana Left Party,1091
S. RAJ KUMAR,Independent,716
VISHNU VARDHAN REDDY,Independent,529
C.R.MUNI SWAMY,Republican Party of India,519
POLA PRASHANTH KUMAR,Independent,515
BABU GOUD AKKALA,Samajwadi Party,399
None of the Above,None of the Above,2014
