ANASUYA DANSARI,Indian National Congress,88971
AZMEERA CHANDULAL,Telangana Rashtra Samithi,66300
BORRA LAXMINARAYANA,Independent,3348
BURKA CHINA VENKATAIAH,Independent,2158
THAVITI NARAYANA,Communist Party of India  (Marxist),1674
BANOTH DEVILAL,Bharatiya Janata Party,1339
PUNEM MURALI KRISHNA,Independent,510
KORNIBELLI GANESH,Independent,323
KUDUMULA CHOKKAIAH,Independent,271
CHELA VENKATA LAXMI,Independent,256
BADI KRISHNA,Telangana Prajala Party,218
GHANTAMURI SARAIAH,Independent,163
None of the Above,None of the Above,3249
