KALVAKUNTLA CHANDRASHEKAR RAO,Telangana Rashtra Samithi,125444
VANTERU PRATAP REDDY,Indian National Congress,67154
KANTE SAYANNA,Independent,3353
BITLA VENKATESHWERLU,Independent,1636
AKULA VIJAYA,Bharatiya Janata Party,1587
YADAGIRI PEDDASAIGARI,Independent,1350
GURRAPU RAMULU,Independent,1229
KANAKAIAH GAJJELA,Bahujan Samaj Party,1023
JEEDIPALLY SRINIVAS,New India Party,892
KADIUM KRUPAKAR,Independent,877
P.SATHISH,Independent,810
SRINIVAS SREERAMULA,Bahujana Left Party,315
EMAMPURAM YADAGIRI GOUD,Independent,226
None of the Above,None of the Above,1624
