MECHA NAGESWARA RAO,Telugu Desam,61124
THATI VENKATESWARLU S/O KATTAPPA THATI,Telangana Rashtra Samithi,48007
TANAM RAVINDAR,Communist Party of India  (Marxist),4955
KANGALA KALLIAH,Independent,4833
THATI VENKATESWARLU S/O VEERASWAMI THATI,Independent,1714
DR. BHUKYA PRASADA RAO,Bharatiya Janata Party,1303
GUGOLOTHU RAMULU,Pyramid Party of India,882
KANNEBOINA VENKATA NARSAIAH,Gondvana Gantantra Party,481
BANOTH RAMESH,Bahujan Samaj Party,460
KANITHI LAKSHMANA RAO,Independent,429
AMGOTHU KRISHNA,Independent,284
MOOD BALAJI,Bahujan Mukti Party,275
None of the Above,None of the Above,2053
