PRATAP SINGH KHACHARIYAWAS,Indian National Congress,87937
ARUN CHATURVEDI,Bharatiya Janata Party,69859
GULAB CHAND,Bahujan Samaj Party,944
JAY PRAKASH BUNAKAR,Independent,648
RAHIS AHMAD,Independent,626
DEVENDRA SHASTRI,Aam Aadmi Party,468
SALIM,Independent,386
KAILASH CHAND,Hindustan Janta Party,360
SWETA SHARMA,Bharat Vahini Party,217
KAILASH PALAWAT,Independent,150
BHARAT LAL,Independent,148
BHUPENDRA KUMAR GAUTAM,Ambedkarite Party of India,130
MOH. SABIR,Independent,130
RAJESH SHARMA,Bhartiya Panchyat Party,119
ANITA SAXENA,Independent,116
HIMANSHU SAINI,Republican Party of India (A),114
SANJEEV KUMAR GURJAR,Abhinav Rajasthan Party,107
RAJENDRA MITTAL,Jago Party,68
None of the Above,None of the Above,1744
