MAHADEO SINGH,Independent,53864
BANSHIDHAR BAJIYA,Bharatiya Janata Party,49516
SUBHASH MEEL,Indian National Congress,44772
SUBHASH NEHARA,Communist Party of India  (Marxist),16378
HARI RAM,Independent,1439
GOKUL CHAND,Aam Aadmi Party,998
SHISH RAM,Independent,764
SHIVDAYAL PALIWAL,Independent,691
PHOOLCHAND,Independent,466
RANVEER SINGH,Independent,393
DOOL CHAND KUMAWAT,Independent,347
DEEPAK,Nationalist People's Front,228
TEJPAL,Independent,225
VIKARM SINGH,Independent,188
None of the Above,None of the Above,2306
