KANCHARLA BHUPAL REDDY,Telangana Rashtra Samithi,98792
KOMATI REDDY VENKAT REDDY,Indian National Congress,75094
POLISHETTY VENKATESHWARLU,Independent,2932
SRIRAMOJU SHANMUKHA CHARY,Bharatiya Janata Party,1916
MOHAMMAD MAJEED,Independent,1686
AKKENEPALLY MEENAIAH,Bahujana Left Party,1146
RUPANI SAIDULU,Independent,856
SHASHIDHAR REDDY GANTLA,Independent,559
BOLLA VENKATA MUDIRAJ (BVM),Independent,345
KODIMALA SHIVAKUMAR,Pyramid Party of India,204
S.K.EBRAHIM,Independent,177
CHOLLETI PRABHAKAR,Independent,171
PARVEEN,Independent,145
KATTELA SHIVAKUMAR,Telangana Prajala Party,114
KADIUM KRUPAKAR,Independent,87
GULAM SUBHANI,Independent,61
KONDA GANESH,Independent,57
None of the Above,None of the Above,1276
