SANDRA VENKATA VEERAIAH,Telugu Desam,100044
PIDAMARTHI RAVI,Telangana Rashtra Samithi,81042
KOLIKAPOGU SWAMY,Independent,7345
MACHARLA BHARATHI,Communist Party of India  (Marxist),2673
NAMBURI RAMALINGESWARA RAO,Bharatiya Janata Party,1390
ARJUNRAO KANKANALA,Independent,978
RAVINDER NATHARI,Pyramid Party of India,871
G.PREM NEEL KUMAR,Bahujan Samaj Party,793
KANCHARLA VEENAKUMARI,Independent,650
KONGALA MALLIKARJUNA RAO,India Praja Bandhu Party,613
GADDALA SUBBARAO,Jai Swaraj Party,210
None of the Above,None of the Above,1672
