ANJAIAH YELGANAMONI,Telangana Rashtra Samithi,72315
CHOWLAPALLY PRATAP REDDY,Indian National Congress,51890
K. SHANKAR,Bahujan Samaj Party,27814
NELLI SREEVARDHAN REDDY,Bharatiya Janata Party,5162
ANDHARI ANJAIAH,Independent,3199
AMMY  SANTHOSH KUMAR,Independent,2301
KETHURU RAGHAVENDER,Independent,726
ANTHAPOORAM MAHENDAR,Independent,312
ANDRA ANUSHA REDDY,Aam Aadmi Party,297
THUMMA VIJAYA ANAND REDDY,All India Forward Bloc,231
NAGARAJU MANNARAM,Bahujana Left Party,218
SANGAMESHWAR DHANAKKA,All India Samata Party,153
None of the Above,None of the Above,1909
