AHMED BIN ABDULLAH BALALA,All India Majlis-E-Ittehadul Muslimeen,53281
MOHAMMED MUZAFFAR ALI KHAN,Telugu Desam,29769
ALE JEETENDRA,Bharatiya Janata Party,20880
C SATISH KUMAR,Telangana Rashtra Samithi,17103
PAVAN KUMAR SHARMA,Akhil Bharatiya Jan Sangh,614
MANIK RAO. P,Independent,221
L. ASHOK NATH,Independent,196
J. ASHOK,Independent,155
HANUMANTH RAO,Lok Satta Party,146
C. JANARDHAN,Janata Dal  (Secular),126
P. SAYI LAXMI,Jatiya Mahila Party,124
SYED ANWAR,Anna YSR Congress Party,118
PODILA. VENKATA RAMANA,Bahujana Left Party,117
SHEEMARLA CHINNA LINGAM,Aam Aadmi Party,100
SYED ALI RAJ MOHAMMED,Rashtriya Janata Dal,89
S. VENKATADRI CHARY,Loktantrik Sarvjan Samaj Party,84
SAPPIDI GOPAL,Independent,80
ALGOLA RAMESH,Independent,80
SAMI ULLAH SHAREEF,Independent,59
MD. SHABBIR ALI KHAN,Independent,53
None of the Above,None of the Above,920
