GUNTAKANDLA JAGADISH REDDY,Telangana Rashtra Samithi,68650
DAMODAR REDDY RAM REDDY,Indian National Congress,62683
SANKINENI VENKATESWAR RAO,Bharatiya Janata Party,39240
DONGARI VENU,Independent,4871
PERUMALLA VENKANNA,Independent,1875
RAPARTHI SRINIVAS GOUD,Bahujana Left Party,684
TAGULLA JANARDHAN,Independent,625
BOLKA VENKANNA,Bahujan Samaj Party,524
BENJARAPU BIKSHAPATHI,Independent,424
MARRI NEHEMIAH,Independent,380
IBRAHIM SHAIK,Independent,362
SUNKARI LITHESH,Independent,319
RAMJI VANKUDOTH,Nationalist Congress Party,295
KIRAN VANGAPALLI,Republican Sena,261
SAMA VENKAT REDDY,Independent,235
PULIGILLA VEERAMALLU,Samajwadi Party,229
MUPPANI LINGA REDDY,Independent,228
SAIDAMMA YERRANAGULA,Jai Swaraj Party,221
AKKENAPALLI ESHWAR,Independent,196
SAIDULU DEVATH,Independent,190
LINGIDI VENKATESWARLU,Aam Aadmi Party,140
THALARI SATHEESH,Bahujana Raajyam Party (Phule Ambedkar),113
MARAM VENKAT REDDY,Independent,103
PALVAI VANAJA,India Praja Bandhu Party,84
RAMESH PALLETI,Independent,80
None of the Above,None of the Above,820
