NARPAT SINGH RAJVI,Bharatiya Janata Party,95599
SITARAM AGARWAL,Indian National Congress,64367
VIKRAM SINGH SHEKHAWAT,Independent,50382
PAWAN KUMAR GOYAL,Bharat Vahini Party,3504
MADAN LAL BENIWAL,Bahujan Samaj Party,2601
KAMAL KISHORE GUPTA,Aam Aadmi Party,1061
GAURAV SHARMA,Jago Party,822
INDER SINGH CHOUHAAN,Independent,790
ANITA SHEORAN,Rashtriya Atulya Yuva Party,667
SUSHIL KUMAR SINHA,Janata Dal  (United),588
SONU SINGH RATHORE,Bharatiya Yuva Shakti,522
DEVENDRA SINGH SAINI,Independent,482
VINOD KUMAR JANGID,Proutist Sarva Samaj,476
RAVI CHARAN,Independent,413
SHANKER LAL KUMAWAT,Bharatiya Jan Kranti Dal (Democratic),397
GIRDHARI LAL RAIGAR,Ambedkarite Party of India,379
ANIL KUMAR SHARMA,Republican Party of India (A),292
SANDEEP ROHILLA,Independent,255
BHAGWAN SINGH,Abhinav Rajasthan Party,212
KADAMBARI AGARWAL,Bhartiya Panchyat Party,132
MOIN KHAN,Independent,128
None of the Above,None of the Above,1774
