NARENDAR NANNAPUNENI,Telangana Rashtra Samithi,83922
RAVI CHANDRA VADDIRAJU,Indian National Congress,55140
SATISH KUSUMA,Bharatiya Janata Party,4729
AKULA VENKATESHWARLU,Independent,2759
INNA REDDY GADE,Telangana Jana Samithi,1127
GAI SATHISH,Independent,886
RANGARAJU RAVINDER,Independent,733
RAHIMUNNISA BEGUM,Independent,705
SHANIGARAPU RAMESH BABU,Independent,500
RAMBABU SIDDAM,Bahujana Left Party,406
VODELA SHYAM KUMAR,Independent,395
MOHAMMED SADIK,Independent,236
KALA RAJESHWAR RAO,Independent,203
CHINTHALA ANIL,Independent,196
GORANTALA SHARATH BABU,Independent,180
SANDRA JOHNSON,Independent,161
POGAKU SUDHEER,Independent,147
ALAKAPELLI KISHORE,Samajwadi Party,136
KISHORE PARUPELLI,New India Party,120
PALADUGULA SURENDER,Independent,117
SATHISH BODDU,Independent,63
None of the Above,None of the Above,2716
