VASUDEV DEVNANI,Bharatiya Janata Party,67881
MAHENDRA SINGH RALAWATA,Indian National Congress,59251
AMAD,Bahujan Samaj Party,1940
SANDEEP TANWAR,Independent,430
SHWETA SHARMA,Independent,396
NEERAJ PAREEK,Bharatiya Rashtravadi Samanta Party,387
TRIVENDRA KUMAR PATHAK,Bharat Vahini Party,345
VIRENDRA SINGH,Aam Aadmi Party,253
MANOJ SHARMA,National Future Party,155
GHISU SINGH,Independent,117
PEERDAN SINGH,Independent,105
DURGADAS TULSIANI,Independent,96
None of the Above,None of the Above,1591
