BHATTI VIKRAMARKA MALLU,Indian National Congress,80598
KAMAL RAJU LINGALA,Telangana Rashtra Samithi,77031
RAMBABU KOTA,Bahujana Left Party,23030
KOTHAPALLI VENKATESWARA RAO,Prajaa Swaraaj Party,1228
KATHULA SHYAMALA RAO,Bharatiya Janata Party,1085
CHATLA NAGAMANI KUMAR,Bahujan Samaj Party,914
BALAVANTHAPU KALYAN KUMAR,Pyramid Party of India,680
KOTHAPALLI BABU,Independent,448
RAMADAS MARKAPUDI,Telangana Communist Party of India,434
SREENIVASA RAO KOPPULA,Independent,266
PULIPATI PRAKASH,Independent,218
None of the Above,None of the Above,1011
