PAILLA SHEKAR REDDY,Telangana Rashtra Samithi,85476
ANIL KUMAR REDDY KUMBAM,Indian National Congress,61413
JITTA BALAKRISHNA REDDY,Yuva Telangana Party,13427
POCHAMPALLY RAMANA RAO,Samajwadi Forward Bloc,3613
KALLURI MALLESHAM YADAV,Communist Party of India  (Marxist),1856
ALAKUNTLA YELLAIAH,Independent,1758
DEVARAKONDA HANUMANTHU,Independent,1305
BELLY KRISHNA,Bahujan Samaj Party,924
PATNAM KAMALA MANOHAR,Independent,616
GUNDALA LAXMINARAYANA GOUD,Independent,564
UPENDER GUPTA PABBA,Shiv Sena,225
MANCHALA MAHESHWAR,Telangana Labour Party,204
BHONGIR SRINIVAS NETHA,Samajwadi Party,197
NAGA RAJU GUPTA BEJUGAM,"Telangana Praja Samithi (Kishore, Rao and Kishan)",163
DHARAVATH GANESH NAYAK,Bahujan Mukti Party,143
None of the Above,None of the Above,1347
