GONGIDI SUNEETHA,Telangana Rashtra Samithi,94870
BUDIDA BIKSHAMAIAH,Indian National Congress,61784
KALLURI RAMCHANDRA REDDY,Bahujan Samaj Party,11923
MOTHKUPALLY NARSIMHULU,Bahujana Left Party,10473
DONTHIRI SRIDHAR REDDY,Bharatiya Janata Party,4967
KANDADI MANIPAL REDDY,Telugu Congress Party,1230
SARITHA JANNE,Samajwadi Party,1200
DHEERAVATH GOPI NAYAK,Independent,1112
VYLA SRINIVAS REDDY,Independent,913
BOLLARAM RAMESH,Independent,380
MORIGADI KRISHNA,Independent,358
KOTHA KISTAIAH,Ambedkar National Congress,315
GUJJULA RAMCHANDRA REDDY,Independent,260
REGU ANAND,Bahujana Rashtra Samithi,231
None of the Above,None of the Above,1465
