MARRI JANARDHAN REDDY,Telangana Rashtra Samithi,102493
DR. JANARDHAN REDDY NAGAM,Indian National Congress,48139
MENNO SAIMON,Samajwadi Forward Bloc,5545
DILEEP NEDDANORI,Bharatiya Janata Party,3923
VELJALA GALEEMMA,Prajaa Swaraaj Party,2153
BAAKHI RENUKA,Bahujan Samaj Party,1507
GADDAM VIJAY,Independent,775
KONDAKINDI JAGADEESHWAR REDDY,Independent,642
BAHADHUR SRINIVAS,Bahujana Left Party,523
ANUGANTI RAJU,Nationalist Congress Party,431
B.SAMPATH KUMAR,Independent,351
ATHAPU CHANDRA SWAMY,Independent,341
MOGGA ANIL KUMAR,Independent,300
BEESAM GOPAL,Independent,275
DHANALA VENGALA RAO NAIDU,Shiv Sena,260
None of the Above,None of the Above,923
