PATNAM NARENDER REDDY,Telangana Rashtra Samithi,80754
ANUMULA REVANTH REDDY,Indian National Congress,71435
PURRA BALAKISHORE,Independent,4171
NAGURAO NAMAJI,Bharatiya Janata Party,2624
K. NAGABHUSHANAM CHARY,Independent,1140
MALKEDI BANSILAL,Bahujan Samaj Party,1041
G. SURESH KUMAR,Independent,694
DR. KADIRE KRISHNAIAH,Samajwadi Party,620
SRINIVAS,Pyramid Party of India,563
SAVITRAMMA,Mana Party,283
RATHOD SURYA NAYAK,Bahujan Mukti Party,253
VENKATESWARLU  KANNOJU,Bahujana Left Party,244
CH. VENKATRAMULU,Shiv Sena,139
LINGAM CHINNA SAYAPPA,All India Samata Party,126
None of the Above,None of the Above,1472
