LALCHAND KATARIA,Indian National Congress,127185
RAJPAL SINGH SHEKHAWAT,Bharatiya Janata Party,116438
CHHOTU RAM KUMAWAT,Bharat Vahini Party,5733
JUGAL KISHORE SHARMA,Aam Aadmi Party,1335
KISHAN GOUR,Independent,1285
YOGESH JADOUN,Bahujan Samaj Party,1177
DILEEP KUMAR SHARMA (SIRSI),Independent,992
ASHISH KUMAR SHARMA,Bharat Lok Sewak Party,798
LAV KUMAR KUMAWAT,Independent,726
JITENDRA SINGH,Independent,662
RAJESH KUMAR MINA,Independent,631
MADAN SINGH TANWAR,Rajasthan Janta Party,428
MOHAN LAL KUMHAR,Nationalist People's Front,400
ASEEM VERMA,Independent,342
PRAHALAD CHOUDHARY,Independent,341
SNEH LATA,Independent,277
KHEM SINGH CHOUHAN,Indian Peoples Green Party,211
ROOP NARAYAN KUMAWAT,Bharatiya Jan Kranti Dal (Democratic),200
NATWAR LAL SHARMA,Janata Dal  (United),199
DEEPENDRA SINGH NARUKA,Jago Party,189
None of the Above,None of the Above,1770
