BANDLA KRISHNA MOHAN REDDY,Telangana Rashtra Samithi,100415
ARUNA D.K,Indian National Congress,72155
M.D. ABDUL MOHEED KHAN,Samajwadi Forward Bloc,7189
BOYA KRISHNA,Independent,2103
G.VENKATADRI REDDY,Bharatiya Janata Party,1936
VEERA PRASAD,Bahujan Samaj Party,1406
GONGALLA RANJITH KUMAR,Bahujana Left Party,1275
T.G.RAJU MUDHIRAJ,Independent,1101
ABDULLAH,Nationalist Congress Party,694
ATHIKUR RAHAMAN,Independent,620
PEDDA KRISHNAIAH,Independent,398
AKEPOGU RAJESH.A,Independent,226
ARUN KUMAR,Independent,179
BOYA SHANKAR NAIDU,Shiv Sena,176
None of the Above,None of the Above,1319
