BEERAM HARSHAVARDHAN REDDY,Indian National Congress,80611
JUPALLY KRISHNA RAO,Telangana Rashtra Samithi,68068
AELLENI SUDHAKAR RAO,Bharatiya Janata Party,13154
ENDRAKANTI VENKATESH,Independent,3419
BINGI SAYANNA,Independent,1903
J.BHRAMAIAH CHARY,Bahujana Left Party,1658
CHIKKEPALLI SANJEEVULU,Bahujan Samaj Party,1537
KATTA VAMSHI GOUD,Independent,844
BARIGELA SWAROOPARANI YADAV,Samajwadi Party,807
HANMANTHU,Independent,437
MURALIDHAR GUPTA,Telangana Prajala Party,256
None of the Above,None of the Above,1182
