KANTHA RAO REGA,Indian National Congress,72283
PAYAM VENKATESWARLU,Telangana Rashtra Samithi,52718
PALVANCHA DURGA,Independent,5277
MUKTI SATYAM,Independent,3570
KATIBOINA NAGESWARA RAO,Communist Party of India  (Marxist),2581
CHANDA SANTOSH KUMAR,Bharatiya Janata Party,2292
KALTHI YERRAIAH,Independent,1013
GUGULOTH VIJAYA,BhartiyaBahujanKranti Dal,704
KOMARAM RAJASHEKAR,Telangana Prajala Party,516
THUMMA NAGARAJU,Gondvana Gantantra Party,489
CHOULAM ARUN KUMAR,Independent,479
KANITHI VEERABABU,Independent,431
BORRA RAGHAVULU,Loktantrik Sarvjan Samaj Party,280
TEJAVATH NARESH,Bahujan Mukti Party,236
BHUKYA CHITTI BABU,Pyramid Party of India,227
PAYAM POTHAIAH DORA,Shiv Sena,223
None of the Above,None of the Above,868
