HARIPRIYA BANOTH,Indian National Congress,70644
KANAKAIAH KORAM,Telangana Rashtra Samithi,67757
GUMMADI NARSAIAH,Independent,12899
YADALLAPALLI SATYAM,Independent,2871
NAAGA SRAVANTHI MOKALLA,Bharatiya Janata Party,1975
MALOTU MUNNA NAIK,Independent,1488
ABBAIAH VOOKE,Independent,1156
HANUMA MOOD,Aam Aadmi Party,891
POLEBOINA MUTHAIAH,Independent,800
MOKALLA PRAGATHI,Independent,601
M. BHANU,Independent,470
BANOTH BALAJI RAO,Independent,260
GUGULOTHU RAVI,Independent,235
GUGULOTH VINOD KUMAR,Independent,179
AREM SUBHASH CHANDRA,Independent,171
EESAM NARASIMHA RAO,Independent,159
None of the Above,None of the Above,1915
