AJAY KUMAR PUVVADA,Telangana Rashtra Samithi,102760
NAMA NAGESWARA RAO,Telugu Desam,91769
VUPPALA SARADA,Bharatiya Janata Party,2325
ANWAR RAICE,Independent,2016
PALVANCHA RAMA RAO,Bahujana Left Party,1091
ABDUL KAREEM SHAIK,Bahujan Samaj Party,1023
RALLABANDI NARSIMHA CHARY,Independent,562
KASINA ANANDAPRASAD,Pyramid Party of India,387
RAPOLU KIRAN KUMAR,Independent,282
SK. JAMEEL,Independent,252
YECHU SUNIL,Independent,185
APPARAO PATTIPATI,Independent,150
TUMATI MADHU,Independent,113
None of the Above,None of the Above,3513
