DEVI REDDY SUDHEER REDDY,Indian National Congress,113980
MUDDA GOWNI RAM MOHAN GOUD,Telangana Rashtra Samithi,96132
SHEKHAR RAO PERALA,Bharatiya Janata Party,21502
CHALLA RAM KALYAN,Samajwadi Forward Bloc,3739
DHARMENDER GUNDELA,Bahujan Samaj Party,691
BOMMA RAGHU RAM NETHA,Nationalist Congress Party,558
PASULA GANGADHAR REDDY,Pyramid Party of India,549
DONTHA SRINIVASULU,Prajaa Swaraaj Party,428
MAMIDI RAMCHANDER,Bahujana Left Party,412
UDUGU IDAIAH,Independent,334
NARSIMHA SANGISHETTY,Aam Aadmi Party,269
BATTULA VENKATESH GOUD,Jai Swaraj Party,226
JUSTICE B.CHANDRA KUMAR,Telangana Prajala Party,223
VARUN REDDY,The Future India Party,213
GORRE RAMESH,Telangana Labour Party,175
MULLETI LAKSHMI JAGADEESHWARI,Independent,172
PREM GANDHI,Shiv Sena,158
AKELLA KAMESWARI RAMA DEVI,Jana Vaahini Party,156
JAYA PRAKASH DORNALA,New India Party,150
CHEPURI RAJU,Dalita Bahujana Party,124
SHYAM SUNDER GOUD GORA,Telangana Communist Party of India,105
JAKKA YADAGIRI,Social Justice Party of India,102
VENKATESH PILLI,Independent,91
DR.K VEERA BHOGA VASANTHA RAYULU,Samajwadi Party,87
M.PRAKURTHAMMA,Independent,81
JAGAN MOHAN POLE,Independent,74
ANUGU SAI KRISHNA,Independent,73
KOULE JAGANNATHAM,Bahujana Raajyam Party (Phule Ambedkar),68
DHYAPA RAMBABU REDDY,Independent,61
KAKI PRAVEEN GOUD,Independent,60
K.NAGADEVA (DEVA),Independent,59
K. SRINIVASA CHARY,Independent,59
R. SHANMUKHA CHARY,Independent,53
M. NAGESH KUMAR GOUD,Independent,43
BEERAM NAGARJUNA,Independent,41
None of the Above,None of the Above,3079
