DR. ANAND METHUKU,Telangana Rashtra Samithi,59971
GADDAM PRASAD KUMAR,Indian National Congress,56879
A. CHANDRA SEKHAR,All India Forward Bloc,23908
PENDYALA ANANTHAIAH,Samajwadi Forward Bloc,3214
RAIPALLY SAI KRISHNA,Bharatiya Janata Party,1973
CHITTEMPALLY BALAIAH,Bahujan Samaj Party,1401
G.CHANDRA SHEKER,Independent,1335
C.M. NARSIMULU,Bahujana Left Party,511
DR.GANGA BHAVANI REDDY PATLOLLO,Independent,438
YESHWANTH RAO.M.,Mana Party,280
NAKKALA RATHNAM,New India Party,258
GANAPURAM ARUNA RANI,Independent,252
None of the Above,None of the Above,1511
