CHIRUMARTHI LINGAIAH,Indian National Congress,93699
VEMULA VEERESHAM,Telangana Rashtra Samithi,85440
DUBBA RAVI KUMAR,Samajwadi Forward Bloc,10383
JITTA NAGESH,Communist Party of India  (Marxist),4543
KASARLA LINGAIAH,Bharatiya Janata Party,2233
NUNE VENKATA SWAMY,Bahujan Samaj Party,885
DUBBA VENKANNA,Independent,634
MEDI SATHYANARAYANA,Telangana Prajala Party,562
KATTA SRINIVAS,Yekikrutha Sankshema Rashtriya Praja Party,520
VANTEPAKA SWAROOPARANI,Nationalist Congress Party,466
MEDI NARESH,Samajwadi Party,454
CHINENI JANAIAH,Independent,344
GADE SRINU,Bahujan Mukti Party,327
YARA SRINU,Aam Aadmi Party,242
KOMMU SHOBARANI,Shiv Sena,167
None of the Above,None of the Above,1331
