CHARLAKOLA LAXMA REDDY,Telangana Rashtra Samithi,94598
DR. MALLU RAVI,Indian National Congress,49516
DR. CHINNALA MADHUSUDHAN,Bharatiya Janata Party,3601
NARSINGRAO,Samajwadi Forward Bloc,2886
MARPADGA RAMESH REDDY,Independent,1893
KONGALI SHREEKANT,Bahujan Samaj Party,1470
SHIVA KUMAR,Telangana Inti Party,1183
ANAND UMMADI,Independent,941
GANGAPURAM ELLAIAH,Independent,812
KATIKE. NAGULU,Prajaa Swaraaj Party,604
AJAY KUMAR GHOSH DASARI,Bahujana Left Party,579
V. DASRAM NAIK,Bahujan Mukti Party,568
K. RAGHAVA REDDY,Aam Aadmi Party,318
NADIMINTI SRINIVASULU,Shiv Sena,200
KONGALA PANDU,Samajwadi Party,196
None of the Above,None of the Above,1117
